freq_rf_MHz,modulo_S11_dB,fase_S11_deg
1782.000000,-32.8468,112.2570
1783.000000,-33.2288,110.6590
1784.000000,-34.4446,110.0599
1785.000000,-33.0152,113.2618
1786.000000,-34.1550,119.9874
1787.000000,-33.4726,132.8547
1788.000000,-34.5558,131.8683
1789.000000,-33.3874,130.6914
1790.000000,-32.9300,117.1600
1791.000000,-33.9605,110.4404
1792.000000,-34.8128,128.1858
1793.000000,-36.0608,118.3516
1794.000000,-33.8090,119.9596
1795.000000,-36.5394,134.7794
1796.000000,-34.1817,117.1334
1797.000000,-35.1328,125.4075
1798.000000,-32.9887,120.3883
1799.000000,-34.6782,126.8390
1800.000000,-35.9204,116.0364
1801.000000,-32.7020,140.8263
1802.000000,-31.9466,118.1006
1804.000000,-33.8346,139.1132
1805.000000,-30.5360,108.0493
1806.000000,-19.0295,92.3966
1807.000000,-33.2665,115.9861
1808.000000,-29.6973,71.4045
1809.000000,-36.3302,-160.0416
1810.000000,-21.6279,-59.0372
1811.000000,-31.3091,103.9183
1812.000000,-36.4635,113.6638
1813.000000,-44.5012,159.0015
1814.000000,-23.5633,125.7748
1815.000000,-35.0868,93.2845
1816.000000,-34.2618,107.4226
1817.000000,-33.9576,117.8162
1818.000000,-35.6631,140.4207
1819.000000,-32.6822,127.2664
1820.000000,-32.8434,117.5378
1821.000000,-33.8712,126.6248
1822.000000,-33.8020,135.6267
1823.000000,-33.1832,115.5621
1824.000000,-34.5172,99.7025
1825.000000,-32.6706,113.1299
1826.000000,-33.5991,115.2766
1827.000000,-34.4018,141.1086
1828.000000,-36.8631,100.6193
1830.000000,-4.8943,47.8343
1831.000000,-38.9881,-174.9649
1832.000000,-37.5740,125.0367
1834.000000,6.2473,57.0852
1835.000000,-32.9920,95.8366
1836.000000,-37.2654,135.6782
1837.000000,-38.9712,150.0276
1838.000000,-33.3267,127.1826
1839.000000,-25.2349,51.9807
1840.000000,-33.4723,117.4819
1841.000000,-34.9733,131.7222
1842.000000,-34.7292,126.8026
1843.000000,-35.2959,114.4889
1844.000000,-33.8864,115.5483
1845.000000,-36.8611,123.3875
1846.000000,-32.7845,122.1523
1847.000000,-34.7672,109.3226
1848.000000,-32.9622,114.5177
1849.000000,-35.9172,112.7549
1850.000000,-35.2780,122.1812
1851.000000,-33.9277,102.9832
1852.000000,-35.5105,118.2909
1853.000000,-37.2920,128.8818
1855.000000,-8.9168,47.5822
1856.000000,-34.6293,144.8384
1857.000000,-34.8638,119.7219
1859.000000,0.1599,-168.3116
1860.000000,-31.3838,90.0010
1861.000000,-32.8188,90.5660
1862.000000,-31.9353,82.7779
1863.000000,-35.1900,34.2147
1864.000000,-38.0511,102.3324
1865.000000,-34.6367,95.7551
1866.000000,-32.7324,119.0694
1867.000000,-34.2029,123.1040
1868.000000,-34.9447,106.2922
1869.000000,-34.7597,121.8613
1870.000000,-33.6514,129.1658
1871.000000,-33.3994,112.3262
1872.000000,-33.6962,116.9049
1873.000000,-36.9492,103.9147
1874.000000,-34.1413,115.0149
1875.000000,-35.5661,125.0212
1876.000000,-34.7206,113.9741
1877.000000,-35.4481,139.7485
1878.000000,-32.8843,153.9759
1879.000000,-34.8822,123.2377
1880.000000,-19.2569,140.5952
1881.000000,-38.1696,112.5530
1882.000000,-36.1343,142.0671
1883.000000,-31.3749,103.2976
1884.000000,-30.2410,142.1555
1885.000000,-38.0536,139.9669
1886.000000,-35.8154,157.2578
1887.000000,-36.9798,82.5232
1888.000000,-27.2989,49.6919
1889.000000,-23.0956,78.4281
1890.000000,-33.5849,88.0449
1891.000000,-33.4445,122.6182
1892.000000,-35.0234,123.8194
1893.000000,-33.6621,126.3296
1894.000000,-35.0547,129.3382
1895.000000,-32.9954,128.3931
1896.000000,-35.4824,121.2595
1897.000000,-34.3340,125.0652
1898.000000,-33.2273,124.2289
1899.000000,-35.2310,116.5435
1900.000000,-32.4234,129.2874
1901.000000,-33.4346,128.7646
1902.000000,-37.5969,140.5348
1903.000000,-32.9374,107.1314
1904.000000,-33.5739,81.8430
1905.000000,-23.9539,151.9049
1906.000000,-21.7267,161.3921
1907.000000,-30.3924,136.2429
1908.000000,-35.2344,123.1243
1909.000000,-34.7234,145.4747
1911.000000,1.9751,-165.7400
1912.000000,-33.8576,147.1411
1913.000000,-32.2744,119.7200
1914.000000,-32.8723,132.7147
1915.000000,-27.5506,97.6461
1916.000000,-29.1219,77.7912
1917.000000,-35.8492,147.7010
1918.000000,-33.1414,145.7386
1919.000000,-34.0097,129.5005
1920.000000,-34.7386,132.9863
1921.000000,-33.2275,128.5245
1922.000000,-36.1749,127.6414
1923.000000,-37.0576,120.0330
1924.000000,-35.4894,128.3112
1925.000000,-36.9361,130.1279
1926.000000,-33.9703,123.8486
1927.000000,-35.1880,131.1454
1928.000000,-34.8687,129.8689
1929.000000,-37.0747,105.2175
1930.000000,-36.9682,155.0186
1931.000000,-31.9285,101.9327
1932.000000,-34.9408,105.3359
1933.000000,-36.5390,75.3839
1934.000000,-40.3173,170.3394
1935.000000,-35.7418,146.6763
1936.000000,-39.4799,93.1479
1938.000000,1.3846,173.1717
1939.000000,-29.3413,144.0613
1940.000000,-31.6898,43.1273
1941.000000,-28.6133,171.3628
1942.000000,-29.2642,160.5871
1943.000000,-28.2217,129.9773
1944.000000,-31.9244,150.6210
1945.000000,-33.4442,118.7796
1946.000000,-33.2802,117.7494
1947.000000,-32.8095,120.4998
1948.000000,-34.6135,125.5097
1949.000000,-33.5316,117.9936
1950.000000,-34.5677,124.8553
1951.000000,-33.0442,129.1442
1952.000000,-35.5846,130.7973
1953.000000,-33.7704,136.9206
1954.000000,-33.5666,112.1727
1955.000000,-34.5870,102.8587
1956.000000,-32.2690,135.8184
1957.000000,-32.3779,144.2737
1958.000000,-30.2939,148.0363
1959.000000,-30.2944,130.7546
1960.000000,-31.4788,107.0181
1961.000000,-23.1140,-80.1899
1962.000000,-33.4643,121.5166
1963.000000,-34.6383,116.4689
1964.000000,-39.0004,111.5003
1965.000000,-41.8930,102.8530
1966.000000,2.2570,-50.1315
1967.000000,-32.4736,144.3097
1968.000000,-37.0471,127.8767
1969.000000,-30.4062,125.5255
1970.000000,-32.7699,129.8992
1971.000000,-32.4909,105.9421
1972.000000,-34.1323,113.8752
1973.000000,-34.4516,120.4955
1974.000000,-37.5145,106.6766
1975.000000,-34.4413,115.7177
1976.000000,-34.4114,117.2022
1977.000000,-33.7064,115.7359
1978.000000,-35.4252,109.1866
1979.000000,-32.9198,128.7162
1980.000000,-32.7733,120.8475
1981.000000,-34.9392,125.7095
1982.000000,-35.2348,90.2467
1983.000000,-33.5812,109.3409
1984.000000,-40.0390,100.8762
1985.000000,-35.6316,123.4109
1986.000000,-31.5638,141.5053
1987.000000,-31.1256,128.0961
1988.000000,-37.5378,125.0037
1989.000000,-20.0322,-178.9425
1990.000000,-33.7165,119.6258
1991.000000,-35.0064,124.7464
1992.000000,-35.7787,110.2349
1993.000000,-29.5568,139.9468
1994.000000,-3.9095,-164.8603
1995.000000,-37.2245,101.1565
1996.000000,-31.9033,127.4005
1997.000000,-28.3474,135.1469
1998.000000,-31.4328,122.4966
1999.000000,-37.0577,117.7854
2000.000000,-36.3346,125.6988
2001.000000,-33.4355,120.4509
2002.000000,-32.2775,117.8081
2003.000000,-36.3698,114.6559
2004.000000,-34.5848,128.3078
2005.000000,-33.4539,107.2082
2006.000000,-34.3839,116.8596
2007.000000,-35.1402,112.8941
2008.000000,-37.1827,117.5172
2009.000000,-33.2638,112.9063
2010.000000,-34.4097,124.5542
2011.000000,-36.3331,110.7293
2012.000000,-33.9558,118.6548
2013.000000,-35.0514,126.9394
2014.000000,-33.9356,123.2594
2015.000000,-36.4924,127.9370
2016.000000,-38.0849,102.4160
2017.000000,-44.6091,162.9871
2019.000000,-20.3464,138.7986
2020.000000,-35.4679,117.7655
2021.000000,-35.3346,106.7178
2022.000000,-37.1648,114.1499
2023.000000,-36.5297,-63.7607
2024.000000,-35.7402,123.5869
2025.000000,-37.8864,116.2461
2026.000000,-36.3694,103.7818
2027.000000,-31.3729,126.0446
2028.000000,-34.2856,118.9366
2029.000000,-37.3994,121.3986
2030.000000,-32.9959,123.5591
2031.000000,-35.7540,122.7641
2032.000000,-34.5434,115.7532
2033.000000,-35.0269,134.6356
2034.000000,-32.5987,124.9522
2035.000000,-34.2306,121.1825
2036.000000,-34.0821,119.5648
2037.000000,-34.2495,111.6982
2038.000000,-34.2645,109.2983
2039.000000,-33.9235,109.6041
2040.000000,-35.0927,114.8132
2041.000000,-37.2706,129.6294
2042.000000,-35.3612,111.6363
2043.000000,-34.4243,117.7603
2044.000000,-35.4417,114.1943
2045.000000,-34.2215,132.1958
2046.000000,-32.1311,145.5979
2047.000000,-32.7990,124.7325
2048.000000,-41.0740,-11.1878
2049.000000,-34.1332,114.5109
2050.000000,-35.1652,115.1206
2051.000000,-35.7686,129.5186
2052.000000,-33.2840,148.0370
2053.000000,-44.0640,-126.4344
2054.000000,-44.6620,128.8820
2055.000000,-34.0007,170.5549
2056.000000,-43.4022,178.0270
2057.000000,-34.9269,152.7811
2058.000000,-34.4738,111.3227
2059.000000,-34.7937,128.2936
2060.000000,-35.3777,116.4450
2061.000000,-33.6146,110.8415
2062.000000,-35.0899,122.7951
2063.000000,-33.8746,128.2799
2064.000000,-33.9966,122.4620
2065.000000,-35.1774,108.0678
2066.000000,-33.9851,125.6259
2067.000000,-35.4408,122.2698
2068.000000,-32.1960,115.4677
2069.000000,-34.2100,114.7148
2070.000000,-35.2247,106.0273
2071.000000,-33.3823,110.0608
2072.000000,-34.7617,111.2878
2073.000000,-34.4955,127.4234
2074.000000,-34.4396,128.6335
2075.000000,-34.7857,134.6782
2076.000000,-35.1805,126.1208
2077.000000,-39.0482,126.0879
2078.000000,-36.1575,120.2317
2079.000000,-37.1327,127.9888
2080.000000,-33.0868,123.0811
2081.000000,-35.0446,123.2394
2082.000000,-38.2012,128.5630
2083.000000,-40.6322,117.9041
2084.000000,-36.1410,136.4694
2085.000000,-31.1696,-47.1237
2086.000000,-31.0554,155.5649
2087.000000,-35.7429,116.5253
2088.000000,-34.8638,126.1280
2089.000000,-34.3634,131.5700
2090.000000,-32.5456,121.1294
2091.000000,-37.0411,122.7390
2092.000000,-35.1509,109.0114
2093.000000,-36.2156,117.9796
2094.000000,-34.9805,112.9494
2095.000000,-34.6764,129.2389
2096.000000,-36.1315,116.9188
2097.000000,-34.2401,119.4178
2098.000000,-33.4097,127.1658
2099.000000,-33.6185,119.4534
2100.000000,-32.8846,116.9295
2101.000000,-35.2310,115.6732
2102.000000,-32.5693,118.1603
2103.000000,-33.8902,115.4687
2104.000000,-32.3780,118.5954
2105.000000,-34.7005,134.5743
2106.000000,-33.7623,113.6250
2107.000000,-35.4776,118.3440
2108.000000,-33.7998,120.2021
2109.000000,-32.8447,118.1639
2110.000000,-31.6463,106.1741
2111.000000,-35.3774,113.7186
2112.000000,-9.3024,-129.6313
2113.000000,-35.2160,125.7078
2114.000000,-34.2417,106.2451
2115.000000,-32.8735,118.3912
2116.000000,-30.7675,128.4128
2117.000000,0.5624,174.5696
2118.000000,-30.4240,133.8986
2119.000000,-31.0036,125.9370
2120.000000,-30.1943,120.7218
2121.000000,-30.5889,123.5248
2122.000000,-30.6768,117.3564
2123.000000,-32.6880,128.3603
2124.000000,-31.9538,132.2425
2125.000000,-33.0651,123.3066
2126.000000,-33.0489,113.2802
2127.000000,-33.0155,126.8104
2128.000000,-32.3031,137.3666
2129.000000,-32.7463,115.3342
2130.000000,-33.8804,121.3550
2131.000000,-33.4401,119.5006
2132.000000,-33.2692,133.3156
2133.000000,-31.7202,123.3297
2134.000000,-31.8730,120.3633
2135.000000,-34.5447,125.1181
2136.000000,-32.4633,108.3853
2137.000000,-33.2456,123.7266
2138.000000,-34.8603,114.9555
2139.000000,-31.6874,113.0577
2140.000000,-32.7582,117.0496
2141.000000,-30.5826,114.4911
2142.000000,-33.2594,108.4999
2143.000000,-33.4608,120.0264
2144.000000,-28.4886,99.5118
2145.000000,-44.3220,-131.0251
2146.000000,-31.2680,110.5982
2147.000000,-32.3863,105.1720
2148.000000,-36.6861,107.2481
2149.000000,-29.1962,86.2867
2151.000000,12.4684,109.3461
2152.000000,-29.4320,108.2912
2153.000000,-32.8335,113.2532
2154.000000,-32.9829,118.6164
2155.000000,-32.9617,119.1540
2156.000000,-31.3646,115.9282
2157.000000,-31.3251,115.4575
2158.000000,-3.7694,-8.8587
2159.000000,-32.0747,111.3577
2160.000000,-32.3843,121.4455
2161.000000,-31.6602,106.9294
2162.000000,-33.8611,120.7090
2163.000000,-31.8512,110.4532
2164.000000,-32.4240,110.8940
2165.000000,-32.5179,100.5708
2166.000000,-13.7596,172.6764
2167.000000,-32.9832,115.8447
2168.000000,-33.6970,125.7870
2169.000000,-34.5694,105.5647
2170.000000,-32.5973,118.4549
2171.000000,-32.0950,115.7184
2172.000000,-34.7718,118.4781
2173.000000,-32.5181,119.2757
2174.000000,-21.9033,127.4088
2175.000000,-35.6225,117.6101
2176.000000,-32.2436,101.7898
2177.000000,-27.6088,98.8289
2178.000000,-30.8666,150.3717
2179.000000,-6.8021,-162.3460
2180.000000,-33.7720,125.2207
2181.000000,-32.7656,89.0857
2182.000000,-26.4194,137.9451
2183.000000,-27.5604,88.3522
2184.000000,-23.7243,-99.4086
2185.000000,-31.1284,37.2609
2186.000000,-31.5217,116.6366
2187.000000,-32.3980,105.5604
2188.000000,-30.8948,115.6402
2189.000000,-33.1730,115.4391
2191.000000,-34.6302,107.0158
2192.000000,-33.0434,113.4534
2193.000000,-32.7219,101.6774
2194.000000,-33.3408,119.4405
2195.000000,-31.7995,112.2982
2196.000000,-33.4237,118.0162
2197.000000,-32.4797,116.8751
2198.000000,-3.4597,-33.8760
2199.000000,-31.6284,115.7940
2200.000000,2.6400,-165.5248
2201.000000,-17.8489,-19.7332
2202.000000,-26.6025,127.2315
2203.000000,-27.4733,135.5443
2204.000000,-35.5386,134.7397
2205.000000,-22.3675,80.3011
2206.000000,-31.7330,116.4200
2207.000000,-31.8768,125.6025
2208.000000,-41.9228,-14.9910
2209.000000,-25.6141,49.8942
2210.000000,-25.0035,171.8811
2211.000000,-37.9287,125.4802
2212.000000,-33.6959,108.4159
2213.000000,-18.4796,-106.8822
2214.000000,-33.7468,131.2542
2215.000000,-33.3755,116.1546
2216.000000,-33.3580,128.0010
2217.000000,-21.2161,-172.3873
2218.000000,-27.9501,-80.8222
2219.000000,-32.6629,118.4589
2220.000000,-33.7841,119.1845
2221.000000,-10.2466,122.0669
2222.000000,-34.8041,114.3244
2223.000000,-32.6094,115.4557
2224.000000,-33.5395,116.6605
2225.000000,-20.1073,-141.7935
2226.000000,-23.8588,90.0119
2227.000000,-32.5156,113.8391
2228.000000,-32.2450,115.2828
2229.000000,-24.8412,-153.8393
2230.000000,-33.5027,131.2373
2231.000000,-29.9447,117.0504
2232.000000,-34.0575,122.6706
2233.000000,-20.6630,-68.0726
2234.000000,-15.8848,135.7895
2242.000000,-0.9891,179.2463
2243.000000,-2.2964,-172.9977
2244.000000,-23.6918,160.1542
2245.000000,-23.4955,158.5064
2246.000000,-32.4151,112.9149
2247.000000,-37.2814,161.4992
2248.000000,-31.4171,121.6926
2249.000000,-28.3190,31.1155
2250.000000,-21.0342,-45.5563
2251.000000,-35.4680,112.7540
2252.000000,-34.7041,170.8062
2253.000000,-33.0106,-124.9473
2254.000000,-29.9953,126.0643
2255.000000,-30.6144,110.1602
2256.000000,-33.4007,108.4180
2257.000000,-18.1818,38.8516
2258.000000,-12.7384,139.7464
2259.000000,-31.6097,120.6044
2260.000000,-34.4463,103.7000
2261.000000,-4.0446,-120.1457
2262.000000,-33.7592,125.1828
2263.000000,-32.3210,113.1973
2264.000000,-32.6865,119.6611
2265.000000,-19.7097,7.1716
2266.000000,-17.9663,-14.3501
2267.000000,-32.3724,122.2327
2268.000000,-32.3544,109.8379
2269.000000,-11.4426,-128.8234
2270.000000,-34.9410,111.8980
2271.000000,-34.6612,125.3912
2272.000000,-32.1280,112.0417
2273.000000,-12.5543,42.9069
2274.000000,-26.0142,166.1563
2275.000000,-34.6922,130.1555
2276.000000,-31.6612,138.1981
2277.000000,-26.3753,166.7349
2278.000000,-36.3827,-35.4633
2282.000000,3.2927,-161.0977
2285.000000,-5.3220,-153.7861
2286.000000,-22.1284,-8.7749
2287.000000,-32.5684,93.7510
2288.000000,-37.5083,70.0564
2289.000000,-14.8064,106.1522
2290.000000,-13.6961,-26.6628
2291.000000,-30.3195,113.7736
2292.000000,-33.6428,116.0091
2293.000000,-21.6799,46.2404
2294.000000,-29.3737,164.5970
2295.000000,-33.2786,127.5301
2296.000000,-32.7800,93.4737
2297.000000,-17.2972,60.0509
2298.000000,-17.9586,129.0873
2299.000000,-34.0446,124.2591
2300.000000,-33.3068,112.5462
